Name,DOB,Country,Matches,PlayerID,Overs,Average,Wickets,Economy,Strike Rate,Top,Middle,Bottom
"Smith, Steven P D",02/06/1989,Australia,38,3756,193,52.31,0,4.34,72.38,12.5,75,12.5
"Snedden, Martin C",23/11/1958,New Zealand,25,1647,795.5,37.91,0,2.76,82.33,37.9,34.5,27.6
"Snell, Richard P",12/09/1968,South Africa,5,1648,170.5,28.32,0,3.15,53.95,31.6,36.8,31.6
"Sodhi, Inderbir S",31/10/1992,New Zealand,11,4243,375.4,52.81,0,3.8,83.48,29.6,37,33.3
Sohag Gazi,05/08/1991,Bangladesh,10,3975,525.1,42.08,0,3.04,82.92,36.8,31.6,31.6
Sohail Khan,06/03/1984,Pakistan,2,3525,57,245,0,4.3,342,0,100,0
Sohail Tanvir,12/12/1984,Pakistan,2,3502,84,63.2,0,3.76,100.8,60,20,20
Soumya Sarkar,25/02/1993,Bangladesh,3,4362,30.4,115,0,3.75,184,100,0,0
"Southee, Timothy G",11/12/1988,New Zealand,46,3542,1683.2,31.47,1,3.05,61.96,37.4,39.9,22.7
"Spearman, Craig M",04/07/1972,New Zealand,19,2042,-1,26.34,-1,-1,-1,-1,-1,-1
"Sreesanth, Shanthakumaran",06/02/1983,India,27,3327,903.1,37.6,0,3.62,62.29,42.5,41.4,16.1
"Srikkanth, Krishnamachari",21/12/1959,India,43,1664,36,-1,0,3.14,-1,-1,-1,-1
"Srinath, Javagal",31/08/1969,India,67,1665,2517.2,30.49,1,2.86,64,38.6,37.3,24.2
"Starc, Mitchell A",30/01/1990,Australia,25,3830,815.1,30.58,0,3.41,53.75,35.2,35.2,29.7
"Stead, Garry R",09/01/1972,New Zealand,5,2176,1,-1,0,1,-1,-1,-1,-1
"Stephenson, John P",14/03/1965,England,1,1676,-1,18,-1,-1,-1,-1,-1,-1
"Stevenson, Graham B",16/12/1955,England,2,1679,52,36.6,0,3.52,62.4,40,20,40
"Stewart, Alec J",08/04/1963,England,133,1680,3.2,-1,0,3.9,-1,-1,-1,-1
"Steyn, Dale W",27/06/1983,South Africa,82,3242,2826,22.54,5,3.24,41.76,32,35.7,32.3
"Steyn, Phillipus J R",30/07/1967,South Africa,3,2012,-1,21.17,-1,-1,-1,-1,-1,-1
"Stirling, Derek A",05/10/1961,New Zealand,6,1683,150.2,46.23,0,4,69.38,38.5,46.2,15.4
"Stokes, Benjamin A",04/06/1991,England,20,3883,519.5,40.67,0,3.6,67.8,28.3,39.1,32.6
"Strang, Brian C",09/06/1972,Zimbabwe,26,2017,905.2,39.34,0,2.43,97,25,48.2,26.8
"Strang, Paul A",28/07/1970,Zimbabwe,24,2005,953.2,36.03,1,2.65,81.71,28.6,34.3,37.1
"Strauss, Andrew J",02/03/1977,England,100,3148,-1,40.91,-1,-1,-1,-1,-1,-1
"Streak, Heath H",16/03/1974,Zimbabwe,65,1986,2259.5,28.14,0,2.69,62.77,39.4,36.1,24.5
"Strydom, Pieter C",10/06/1969,South Africa,2,2207,6,-1,0,4.5,-1,-1,-1,-1
"Stuart, Colin E L",28/09/1973,West Indies,6,2256,186,31.4,0,3.38,55.8,35,40,25
"Styris, Scott B",10/07/1975,New Zealand,29,2899,327.4,51.15,0,3.12,98.3,35,30,35
"Su'A, Murphy L",07/11/1966,New Zealand,13,1693,473.5,38.25,0,2.91,78.97,36.1,38.9,25
"Such, Peter M",12/06/1964,England,11,1696,520.4,33.57,0,2.39,84.43,40.5,29.7,29.7
Suhrawadi Shuvo,21/11/1988,Bangladesh,1,3771,49.3,36.5,0,2.95,74.25,50,50,0
"Swann, Graeme P",24/03/1979,England,60,2906,2558.1,29.97,3,2.99,60.19,30.2,41.2,28.6
Syed Ali U Naqvi,19/03/1977,Pakistan,5,2115,2,-1,0,5.5,-1,-1,-1,-1
Syed Rasel,03/07/1984,Bangladesh,6,3323,146.3,47.75,0,3.91,73.25,66.7,33.3,0
"Symcox, Patrick L",14/04/1960,South Africa,20,1706,593.3,43.32,0,2.7,96.24,27,54.1,18.9
"Symonds, Andrew",09/06/1975,Australia,26,2907,349,37.33,0,2.57,87.25,25,54.2,20.8
Tahir Naqqash,06/07/1959,Pakistan,15,1249,466.4,41.12,0,3,82.35,35.3,38.2,26.5
"Taibu, Tatenda",14/05/1983,Zimbabwe,28,2975,8,27,0,3.38,48,100,0,0
Taijul Islam,07/02/1992,Bangladesh,9,4324,374.5,33.94,0,3.26,62.47,33.3,27.8,38.9
"Tait, Shaun W",22/02/1983,Australia,3,3319,69,60.4,0,4.38,82.8,20,60,20
Talha Jubair,10/12/1985,Bangladesh,7,3023,181.4,55.07,0,4.24,77.86,42.9,35.7,21.4
Tamim Iqbal,20/03/1989,Bangladesh,42,3461,5,-1,0,4,-1,-1,-1,-1
Tanvir Ahmed,20/12/1978,Pakistan,5,3837,117.5,26.65,0,3.84,41.59,47.1,35.3,17.6
Tapash Baisya,25/12/1982,Bangladesh,21,3032,562.4,59.36,0,3.8,93.78,61.1,30.6,8.3
Tareq Aziz,04/09/1983,Bangladesh,3,3010,60,261,0,4.35,360,100,0,0
Taufeeq Umar,20/06/1981,Pakistan,44,2982,13,-1,0,3.38,-1,-1,-1,-1
Tausif Ahmed,10/05/1958,Pakistan,34,23,1296.2,31.72,0,2.28,83.63,33.3,41.9,24.7
"Taylor, Brendan R M",06/02/1986,Zimbabwe,23,3169,7,-1,0,5.43,-1,-1,-1,-1
"Taylor, James W A",06/01/1990,England,4,3884,-1,34,-1,-1,-1,-1,-1,-1
"Taylor, Jerome E",22/06/1984,West Indies,45,3122,1288.5,34.25,0,3.46,59.48,43.8,42.3,13.8
"Taylor, Jonathan P",08/08/1964,England,2,1729,48,52,0,3.25,96,33.3,66.7,0
"Taylor, Luteru R P L",08/03/1984,New Zealand,69,3348,16,24,0,3,48,0,0,100
"Taylor, Mark A",27/10/1964,Australia,104,1732,7,26,0,3.71,42,0,100,0
"Taylor, Peter L",22/08/1956,Australia,13,1733,371.1,39.56,0,2.88,82.48,14.8,55.6,29.6
"Tendulkar, Sachin R",24/04/1973,India,200,1735,706.4,54.17,0,3.53,92.17,26.1,39.1,34.8
"Terbrugge, David J",31/01/1977,South Africa,7,2153,168.4,25.85,0,3.07,50.6,35,50,15
"Terry, Vivian P",14/01/1959,England,2,1737,-1,5.33,-1,-1,-1,-1,-1,-1
"Tharanga, W Upul",02/02/1985,Sri Lanka,21,3291,-1,30.19,-1,-1,-1,-1,-1,-1
"Thirimanne, H D R Lahiru",08/09/1989,Sri Lanka,23,3749,14,-1,0,3.64,-1,-1,-1,-1
"Thomas, John G",12/08/1960,England,5,1740,129,50.4,0,3.91,77.4,30,30,40
"Thompson, Patterson I C",26/09/1971,West Indies,2,2051,38,43,0,5.66,45.6,20,60,20
"Thomson, Shane A",27/01/1969,New Zealand,19,1748,331.4,50.16,0,2.87,104.74,31.6,57.9,10.5
"Thorpe, Graham P",01/08/1969,England,100,1750,23,-1,0,1.61,-1,-1,-1,-1
"Thushara, Thilan",01/03/1981,Sri Lanka,10,3126,278,37.14,0,3.74,59.57,46.4,35.7,17.9
"Tillakaratne, Hashan P",14/07/1967,Sri Lanka,83,1752,12.4,-1,0,1.97,-1,-1,-1,-1
"Tiripano, Donald T",17/03/1988,Zimbabwe,1,4314,26,32.5,0,2.5,78,50,0,50
"Tonge, Gavin C",13/01/1983,West Indies,1,3717,28,113,0,4.04,168,100,0,0
"Tredwell, James C",27/02/1982,England,2,3772,131,29.18,0,2.45,71.45,36.4,27.3,36.4
"Tremlett, Christopher T",02/09/1981,England,12,3282,483.4,27,0,2.96,54.75,35.8,45.3,18.9
"Trescothick, Marcus E",25/12/1975,England,76,2228,50,155,0,3.1,300,100,0,0
"Trott, Ian J L",22/04/1981,England,52,3693,118,80,0,3.39,141.6,20,80,0
"Tsolekile, Thami L",09/10/1980,South Africa,3,3234,-1,9.4,-1,-1,-1,-1,-1,-1
"Tsotsobe, Lonwabo L",07/03/1984,South Africa,5,3641,145,49.78,0,3.09,96.67,33.3,66.7,0
"Tudor, Alex Jeremy",23/10/1977,England,10,2155,252,34.39,0,3.82,54,32.1,46.4,21.4
"Tuffey, Daryl R",11/06/1978,New Zealand,26,2219,812.5,31.75,0,3.01,63.34,37.7,41.6,20.8
"Tufnell, Philip C R",29/04/1966,England,42,1781,1880.2,37.69,2,2.43,93.24,24,47.1,28.9
Tushar Imran,10/12/1983,Bangladesh,5,2998,10,-1,0,4.8,-1,-1,-1,-1
"Twose, Roger G",17/04/1968,New Zealand,16,2038,35.1,43.33,0,3.7,70.33,33.3,66.7,0
"Udal, Shaun D",18/03/1969,England,4,2918,99.2,43,0,3.46,74.5,25,37.5,37.5
Umar Akmal,26/05/1990,Pakistan,16,3721,-1,35.82,-1,-1,-1,-1,-1,-1
Umar Amin,16/10/1989,Pakistan,4,3793,22,21,0,2.86,44,66.7,33.3,0
Umar Gul,14/04/1984,Pakistan,47,3100,1599.5,34.07,0,3.47,58.89,40.5,33.7,25.8
"Unadkat, Jaydev D",18/10/1991,India,1,3838,26,-1,0,3.88,-1,-1,-1,-1
"Upashantha, Kalutarage Eric A",10/06/1972,Sri Lanka,2,2170,51,50,0,3.92,76.5,50,50,0
"Utseya, Prosper",26/03/1985,Zimbabwe,4,3170,125.3,41,0,3.27,75.3,20,40,40
"Vaas, W P U J Chaminda",21/01/1974,Sri Lanka,111,2000,3906.2,29.58,2,2.69,66.02,42,35.2,22.8
"van Jaarsveld, Martin",18/06/1974,South Africa,9,3050,7,-1,0,4,-1,-1,-1,-1
"van Wyk, Cornelius  F K",07/02/1980,New Zealand,9,3943,-1,21.31,-1,-1,-1,-1,-1,-1
"van Zyl, Stiaan",19/09/1987,South Africa,9,4366,51.1,16,0,1.88,51.17,16.7,50,33.3
"Vance, Robert H",31/03/1955,New Zealand,4,1808,-1,29.57,-1,-1,-1,-1,-1,-1
"Vandort, Michael G",19/01/1980,Sri Lanka,20,2983,-1,36.9,-1,-1,-1,-1,-1,-1
"Vaughan, Justin T C",30/08/1967,New Zealand,6,1810,173.2,40.91,0,2.6,94.55,9.1,45.5,45.5
"Vaughan, Michael P",29/10/1974,England,82,2200,163,93.5,0,3.44,163,33.3,50,16.7
"Veletta, Michael R J",30/10/1963,Australia,8,1812,-1,18.82,-1,-1,-1,-1,-1,-1
"Vengsarkar, Dillip B",06/04/1956,India,116,1813,7.5,-1,0,4.6,-1,-1,-1,-1
"Venkatapathy Raju, Sagi L",09/07/1969,India,28,1422,1267,30.72,1,2.25,81.74,19.4,48.4,32.3
"Venkataramana, Margasaghayam",24/04/1966,India,1,1815,11.4,58,0,4.97,70,100,0,0
"Venkatesh Prasad, Bapu K",05/08/1969,India,33,2055,1173.3,35,1,2.86,73.34,32.3,41.7,26
"Vermeulen, Mark A",02/03/1979,Zimbabwe,9,2926,1,-1,0,5,-1,-1,-1,-1
"Vettori, Daniel L",27/01/1979,New Zealand,113,2090,4802.2,34.37,3,2.59,79.6,25.4,40.6,34
"Vijay, Murali",01/04/1984,India,37,3626,38,107,0,2.82,228,0,100,0
"Vilas, Dane J",10/06/1985,South Africa,5,3950,-1,8.57,-1,-1,-1,-1,-1,-1
"Viljoen, Dirk P",11/03/1977,Zimbabwe,2,2135,17.3,65,0,3.71,105,0,100,0
"Vinay Kumar, Ranganath",12/02/1984,India,1,3782,13,73,0,5.62,78,0,100,0
"Vincent, Lou",11/11/1978,New Zealand,23,2927,1,-1,0,2,-1,-1,-1,-1
"Viswanath, Sandanand",29/11/1962,India,3,1823,-1,6.2,-1,-1,-1,-1,-1,-1
"Vithanage, K D Kithuruwan",26/02/1991,Sri Lanka,10,4012,29,133,0,4.59,174,100,0,0
"Vitori, Brian V",22/02/1990,Zimbabwe,4,3872,138.5,38.67,0,3.34,69.42,25,50,25
"Voges, Adam C",04/10/1979,Australia,12,3463,3,-1,0,6,-1,-1,-1,-1
"Wade, Matthew S",26/10/1987,Australia,12,3910,1,-1,0,0,-1,-1,-1,-1
"Wagner, Neil",13/03/1986,New Zealand,18,3967,646.4,33.34,0,3.45,57.91,32.8,38.8,28.4
Wahab Riaz,28/06/1985,Pakistan,15,3529,440.2,34.16,0,3.34,61.44,41.9,41.9,16.3
Wajahatullah Wasti,11/11/1974,Pakistan,6,2167,3,-1,0,2.67,-1,-1,-1,-1
"Walker, Brooke G K",25/03/1977,New Zealand,5,2249,111.3,79.8,0,3.58,133.8,0,80,20
"Wallace, Philo A",02/08/1970,West Indies,7,2123,-1,21.46,-1,-1,-1,-1,-1,-1
"Waller, Andrew C",25/09/1959,Zimbabwe,2,2084,-1,23,-1,-1,-1,-1,-1,-1
"Waller, Malcolm N",28/09/1984,Zimbabwe,9,3640,53,22,0,2.49,53,33.3,66.7,0
"Walmsley, Kerry P",23/08/1973,New Zealand,3,2021,129,43.44,0,3.03,86,33.3,33.3,33.3
"Walsh, Courtney A",30/10/1962,West Indies,132,1843,5003.1,24.44,3,2.54,57.84,34.1,34.5,31.4
"Walton, Chadwick A K",03/07/1985,West Indies,2,3713,-1,3.25,-1,-1,-1,-1,-1,-1
Waqar Younis,16/11/1971,Pakistan,87,1959,2704,23.56,5,3.25,43.5,35.4,35.4,29.2
"Ward, Ian J",30/09/1972,England,5,2972,-1,16.13,-1,-1,-1,-1,-1,-1
"Warnapura, Basnayake S M",26/05/1979,Sri Lanka,14,3467,9,-1,0,4.44,-1,-1,-1,-1
"Warnaweera, Khahakachchi P J",23/11/1960,Sri Lanka,10,1855,388.5,31.91,0,2.63,72.91,40.6,40.6,18.8
"Warne, Shane K",13/09/1969,Australia,145,1856,6784.1,25.42,10,2.65,57.49,23,39.8,37.1
"Warner, David A",27/10/1986,Australia,48,3637,55,63.5,0,4.62,82.5,50,25,25
"Warrican, Jomel",20/05/1992,West Indies,3,4486,107,49.67,0,4.18,71.33,44.4,33.3,22.2
"Washington, Dwight M",05/03/1983,West Indies,1,3278,29,-1,0,3.21,-1,-1,-1,-1
Wasim Akram,03/06/1966,Pakistan,104,29,3771.1,23.62,5,2.59,54.65,31.9,33.1,35
"Wassan, Atul S",23/03/1968,India,4,1861,118.4,50.4,0,4.25,71.2,20,80,0
"Watambwa, Brighton T",09/06/1977,Zimbabwe,6,2968,155.1,35,0,3.16,66.5,35.7,21.4,42.9
"Watkin, Steven L",15/09/1964,England,3,1862,89,27.73,0,3.43,48.55,36.4,45.5,18.2
"Watkinson, Michael",01/08/1961,England,4,2028,112,34.8,0,3.11,67.2,30,40,30
"Watling, Bradley-John",09/07/1985,New Zealand,36,3737,-1,37.71,-1,-1,-1,-1,-1,-1
"Watson, Shane R",17/06/1981,Australia,59,3017,915.5,33.68,0,2.76,73.27,42.7,38.7,18.7
"Watson, William",31/08/1965,New Zealand,15,1870,581,34.68,0,2.39,87.15,30,37.5,32.5
"Waugh, Mark E",02/06/1965,Australia,128,1872,808.5,41.17,0,3,82.25,40.7,37.3,22
"Waugh, Stephen R",02/06/1965,Australia,168,1873,1300.5,37.45,0,2.65,84.84,23.9,48.9,27.2
"Webb, Peter N",14/07/1957,New Zealand,2,1876,-1,3.67,-1,-1,-1,-1,-1,-1
"Weerasinghe, Colombage D U S",01/03/1968,Sri Lanka,1,1880,19,-1,0,1.89,-1,-1,-1,-1
"Welegedara, U W M B Chanaka A",20/03/1981,Sri Lanka,21,3516,633.1,41.33,0,3.59,69.07,40,34.5,25.5
"Wellham, Dirk M",13/03/1959,Australia,6,1883,-1,23.36,-1,-1,-1,-1,-1,-1
"Wells, Alan P",02/10/1961,England,1,2029,-1,3,-1,-1,-1,-1,-1,-1
"Wessels, Kepler C",14/09/1957,Australia,40,1885,15,-1,0,2.8,-1,-1,-1,-1
"Wettimuny, Sidath",12/08/1956,Sri Lanka,23,1889,4,-1,0,9.25,-1,-1,-1,-1
"Whitaker, John J",05/05/1962,England,1,1892,-1,11,-1,-1,-1,-1,-1,-1
"White, Cameron L",18/08/1983,Australia,4,3325,93,68.4,0,3.68,111.6,20,60,20
"White, Craig",16/12/1969,England,30,1990,659.5,37.63,0,3.36,67.1,22,45.8,32.2
"White, David J",26/06/1961,New Zealand,2,1893,0.3,-1,0,10,-1,-1,-1,-1
"Whitney, Michael R",24/02/1959,Australia,12,1899,445.2,33.97,1,2.98,68.51,25.6,35.9,38.5
"Whittall, Andrew Richard",28/03/1973,Zimbabwe,10,2066,260.2,105.14,0,2.83,223.14,28.6,57.1,14.3
"Whittall, Guy J",05/09/1972,Zimbabwe,46,1987,781,40.94,0,2.67,91.88,25.5,49,25.5
"Wickremasinghe, Anguppulige G D",27/12/1965,Sri Lanka,3,1903,-1,8.5,-1,-1,-1,-1,-1,-1
"Wickremasinghe, Gallage P",14/08/1971,Sri Lanka,40,1902,1210,41.87,0,2.94,85.41,40,37.6,22.4
"Wiener, Julien M",01/05/1955,Australia,6,1904,13,-1,0,3.15,-1,-1,-1,-1
"Wijegunawardene, Kapila I W",23/11/1964,Sri Lanka,2,1907,60.4,21,0,2.42,52,28.6,57.1,14.3
"Wijekoon, M R Gayan",21/12/1976,Sri Lanka,2,3284,19,33,0,3.47,57,50,50,0
"Wijesuriya, Roger G C E",18/02/1960,Sri Lanka,4,1908,97.4,294,0,3.01,586,0,0,100
"Wijetunge, Piyal K",06/08/1971,Sri Lanka,1,1972,52,59,0,2.27,156,50,50,0
"Williams, Brad A",20/11/1974,Australia,4,3006,142,45.11,0,2.86,94.67,33.3,22.2,44.4
"Williams, David",04/11/1963,West Indies,11,1914,-1,13.44,-1,-1,-1,-1,-1,-1
"Williams, Neil F",02/07/1962,England,1,1916,41,74,0,3.61,123,0,100,0
"Williams, Sean C",26/09/1986,Zimbabwe,2,3270,28.4,56.5,0,3.94,86,0,50,50
"Williams, Stuart C",12/08/1969,West Indies,31,1980,3,-1,0,6.33,-1,-1,-1,-1
"Williamson, Kane S",08/08/1990,New Zealand,46,3817,318.3,38.39,0,3.38,68.25,35.7,35.7,28.6
"Willoughby, Charl M",03/12/1974,South Africa,2,2942,50,125,0,2.5,300,0,100,0
"Wilson, Paul",12/01/1972,Australia,1,2136,12,-1,0,4.17,-1,-1,-1,-1
"Wiseman, Paul J",04/05/1970,New Zealand,25,2142,943.2,47.59,0,3.08,92.79,37.7,47.5,14.8
"Wishart, Craig B",09/01/1974,Zimbabwe,27,2035,-1,22.41,-1,-1,-1,-1,-1,-1
"Woakes, Christopher R",02/03/1989,England,5,3846,115,59.67,0,3.11,115,33.3,16.7,50
"Wood, Graeme M",06/11/1956,Australia,59,1929,-1,31.83,-1,-1,-1,-1,-1,-1
"Wood, Mark A",11/01/1990,England,8,4421,254.3,34.4,0,3.38,61.08,24,56,20
"Yadav, Nandlal S",26/01/1957,India,35,1949,1393.2,35.1,0,2.57,81.96,29.4,42.2,28.4
"Yadav, Umesh T",25/10/1987,India,17,3786,471,36.06,0,4.06,53.32,39.6,41.5,18.9
"Yadav, Vijay",14/03/1967,India,1,1950,-1,30,-1,-1,-1,-1,-1,-1
Yasir Ali,15/10/1985,Pakistan,1,3134,20,27.5,0,2.75,60,50,50,0
Yasir Arafat,12/03/1982,Pakistan,3,2946,104.3,48.67,0,4.19,69.67,55.6,33.3,11.1
Yasir Hameed,28/02/1978,Pakistan,25,3117,13,-1,0,5.54,-1,-1,-1,-1
Yasir Shah,02/05/1986,Pakistan,12,3898,613.4,24.17,0,2.99,48.45,23.7,42.1,34.2
Yograj Singh,25/03/1958,India,1,1610,15,63,0,4.2,90,100,0,0
"Yohannan, Tinu",18/02/1979,India,3,3000,81,51.2,0,3.16,97.2,100,0,0
"Young, Bryan A",03/11/1964,New Zealand,35,1955,-1,31.78,-1,-1,-1,-1,-1,-1
"Young, Reece A",15/09/1979,New Zealand,5,3844,-1,24.14,-1,-1,-1,-1,-1,-1
"Young, Shaun",13/06/1970,Australia,1,2108,8,-1,0,1.63,-1,-1,-1,-1
Younis Khan,29/11/1977,Pakistan,104,2211,134,54.56,0,3.66,89.33,55.6,22.2,22.2
Yuvraj Singh,12/12/1981,India,40,2949,155.1,60.78,0,3.53,103.44,33.3,22.2,44.4
Zaheer Khan,07/10/1978,India,92,2245,3130.5,32.95,1,3.27,60.4,45,34.7,20.3
Zahid Fazal,10/11/1973,Pakistan,9,530,-1,18,-1,-1,-1,-1,-1,-1
Zahoor Elahi,01/03/1971,Pakistan,2,2078,-1,10,-1,-1,-1,-1,-1,-1
Zakir Khan,03/04/1963,Pakistan,2,934,74,51.8,0,3.5,88.8,20,80,0
Ziaur Rahman,02/12/1986,Bangladesh,1,3966,30,17.75,0,2.37,45,0,50,50
"Zoehrer, Timothy J",25/09/1961,Australia,10,1964,-1,20.5,-1,-1,-1,-1,-1,-1
"Zondeki, Monde",25/07/1982,South Africa,6,3063,130,25.26,0,3.69,41.05,21.1,42.1,36.8
"Zoysa, Demuni N T",13/05/1978,Sri Lanka,30,2095,737,33.7,0,2.93,69.09,43.8,37.5,18.8
Zulfiqar Babar,10/12/1978,Pakistan,13,4226,679.2,38.82,0,2.91,79.92,35.3,39.2,25.5
Zulqarnain Haider,03/04/1986,Pakistan,1,3701,-1,44,-1,-1,-1,-1,-1,-1
Zulquarnain,25/05/1962,Pakistan,3,1966,-1,6,-1,-1,-1,-1,-1,-1
